                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                    nan,                    nan,                    nan,                0.74113,                   0.65,                0.66779,                0.45415,                    nan,                    nan,                    nan,                      0,                      0,                      0
                      2,                    nan,                    nan,                    nan,                0.67004,                0.65992,                0.66734,                0.45757,                    nan,                    nan,                    nan,             1.1782e-06,             1.1782e-06,             1.1782e-06
                      3,                    nan,                    nan,                    nan,                0.78827,                0.56667,                0.67116,                0.45564,                    nan,                    nan,                    nan,             2.3329e-06,             2.3329e-06,             2.3329e-06
                      4,                    nan,                    nan,                    nan,                0.77618,                0.56667,                0.60854,                0.42055,                    nan,                    nan,                    nan,              3.464e-06,              3.464e-06,              3.464e-06
                      5,                    nan,                    nan,                    nan,                0.77618,                0.56667,                0.60854,                0.42055,                    nan,                    nan,                    nan,             4.5715e-06,             4.5715e-06,             4.5715e-06
                      6,                    nan,                    nan,                    nan,                0.76864,                0.56667,                0.59593,                0.40634,                    nan,                    nan,                    nan,             5.6555e-06,             5.6555e-06,             5.6555e-06
                      7,                    nan,                    nan,                    nan,                0.76864,                0.56667,                0.59593,                0.40634,                    nan,                    nan,                    nan,             6.7159e-06,             6.7159e-06,             6.7159e-06
                      8,                    nan,                    nan,                    nan,                0.75573,                0.57437,                0.58805,                0.40279,                    nan,                    nan,                    nan,             7.7527e-06,             7.7527e-06,             7.7527e-06
                      9,                    nan,                    nan,                    nan,                0.75573,                0.57437,                0.58805,                0.40279,                    nan,                    nan,                    nan,              8.766e-06,              8.766e-06,              8.766e-06
                     10,                    nan,                    nan,                    nan,                0.72997,                0.58333,                0.57017,                0.36832,                    nan,                    nan,                    nan,             9.7557e-06,             9.7557e-06,             9.7557e-06
                     11,                    nan,                    nan,                    nan,                0.72997,                0.58333,                0.57017,                0.36832,                    nan,                    nan,                    nan,             1.0722e-05,             1.0722e-05,             1.0722e-05
                     12,                    nan,                    nan,                    nan,                0.72997,                0.58333,                0.57017,                0.36832,                    nan,                    nan,                    nan,             1.1664e-05,             1.1664e-05,             1.1664e-05
                     13,                    nan,                    nan,                    nan,                0.69003,                0.58333,                0.55807,                0.36596,                    nan,                    nan,                    nan,             1.2584e-05,             1.2584e-05,             1.2584e-05
                     14,                    nan,                    nan,                    nan,                0.69003,                0.58333,                0.55807,                0.36596,                    nan,                    nan,                    nan,             1.3479e-05,             1.3479e-05,             1.3479e-05
                     15,                    nan,                    nan,                    nan,                0.69003,                0.58333,                0.55807,                0.36596,                    nan,                    nan,                    nan,             1.4351e-05,             1.4351e-05,             1.4351e-05
                     16,                    nan,                    nan,                    nan,                0.89239,                0.38066,                0.55772,                0.36582,                    nan,                    nan,                    nan,             1.5199e-05,             1.5199e-05,             1.5199e-05
                     17,                    nan,                    nan,                    nan,                0.89239,                0.38066,                0.55772,                0.36582,                    nan,                    nan,                    nan,             1.6024e-05,             1.6024e-05,             1.6024e-05
                     18,                    nan,                    nan,                    nan,                0.89239,                0.38066,                0.55772,                0.36582,                    nan,                    nan,                    nan,             1.6825e-05,             1.6825e-05,             1.6825e-05
                     19,                    nan,                    nan,                    nan,                0.89239,                0.38066,                0.55772,                0.36582,                    nan,                    nan,                    nan,             1.7603e-05,             1.7603e-05,             1.7603e-05
                     20,                    nan,                    nan,                    nan,                0.90827,                0.38235,                0.47941,                0.31625,                    nan,                    nan,                    nan,             1.8357e-05,             1.8357e-05,             1.8357e-05
                     21,                    nan,                    nan,                    nan,                0.90827,                0.38235,                0.47941,                0.31625,                    nan,                    nan,                    nan,             1.9088e-05,             1.9088e-05,             1.9088e-05
                     22,                    nan,                    nan,                    nan,                0.90827,                0.38235,                0.47941,                0.31625,                    nan,                    nan,                    nan,             1.9795e-05,             1.9795e-05,             1.9795e-05
                     23,                    nan,                    nan,                    nan,                0.90827,                0.38235,                0.47941,                0.31625,                    nan,                    nan,                    nan,             2.0478e-05,             2.0478e-05,             2.0478e-05
                     24,                    nan,                    nan,                    nan,                0.74682,                0.38333,                 0.4375,                0.27496,                    nan,                    nan,                    nan,             2.1138e-05,             2.1138e-05,             2.1138e-05
                     25,                    nan,                    nan,                    nan,                0.74682,                0.38333,                 0.4375,                0.27496,                    nan,                    nan,                    nan,             2.1774e-05,             2.1774e-05,             2.1774e-05
                     26,                    nan,                    nan,                    nan,                0.74682,                0.38333,                 0.4375,                0.27496,                    nan,                    nan,                    nan,             2.2387e-05,             2.2387e-05,             2.2387e-05
                     27,                    nan,                    nan,                    nan,                0.74682,                0.38333,                 0.4375,                0.27496,                    nan,                    nan,                    nan,             2.2976e-05,             2.2976e-05,             2.2976e-05
                     28,                    nan,                    nan,                    nan,                0.74682,                0.38333,                 0.4375,                0.27496,                    nan,                    nan,                    nan,             2.3542e-05,             2.3542e-05,             2.3542e-05
                     29,                    nan,                    nan,                    nan,                0.74549,                0.38333,                0.44794,                 0.2573,                    nan,                    nan,                    nan,             2.4084e-05,             2.4084e-05,             2.4084e-05
                     30,                    nan,                    nan,                    nan,                0.74549,                0.38333,                0.44794,                 0.2573,                    nan,                    nan,                    nan,             2.4602e-05,             2.4602e-05,             2.4602e-05
                     31,                    nan,                    nan,                    nan,                0.74549,                0.38333,                0.44794,                 0.2573,                    nan,                    nan,                    nan,             2.5097e-05,             2.5097e-05,             2.5097e-05
                     32,                    nan,                    nan,                    nan,                0.74549,                0.38333,                0.44794,                 0.2573,                    nan,                    nan,                    nan,             2.5568e-05,             2.5568e-05,             2.5568e-05
                     33,                    nan,                    nan,                    nan,                0.74549,                0.38333,                0.44794,                 0.2573,                    nan,                    nan,                    nan,             2.6016e-05,             2.6016e-05,             2.6016e-05
                     34,                    nan,                    nan,                    nan,                0.74549,                0.38333,                0.44794,                 0.2573,                    nan,                    nan,                    nan,              2.644e-05,              2.644e-05,              2.644e-05
                     35,                    nan,                    nan,                    nan,                 0.5819,                0.38333,                0.39367,                0.22015,                    nan,                    nan,                    nan,             2.6841e-05,             2.6841e-05,             2.6841e-05
                     36,                    nan,                    nan,                    nan,                 0.5819,                0.38333,                0.39367,                0.22015,                    nan,                    nan,                    nan,             2.7218e-05,             2.7218e-05,             2.7218e-05
                     37,                    nan,                    nan,                    nan,                 0.5819,                0.38333,                0.39367,                0.22015,                    nan,                    nan,                    nan,             2.7572e-05,             2.7572e-05,             2.7572e-05
                     38,                    nan,                    nan,                    nan,                 0.5819,                0.38333,                0.39367,                0.22015,                    nan,                    nan,                    nan,             2.7902e-05,             2.7902e-05,             2.7902e-05
                     39,                    nan,                    nan,                    nan,                 0.5819,                0.38333,                0.39367,                0.22015,                    nan,                    nan,                    nan,             2.8208e-05,             2.8208e-05,             2.8208e-05
                     40,                    nan,                    nan,                    nan,                 0.5819,                0.38333,                0.39367,                0.22015,                    nan,                    nan,                    nan,             2.8491e-05,             2.8491e-05,             2.8491e-05
                     41,                    nan,                    nan,                    nan,                 0.5819,                0.38333,                0.39367,                0.22015,                    nan,                    nan,                    nan,              2.875e-05,              2.875e-05,              2.875e-05
                     42,                    nan,                    nan,                    nan,                0.56432,                0.38333,                0.39202,                0.21837,                    nan,                    nan,                    nan,             2.8986e-05,             2.8986e-05,             2.8986e-05
                     43,                    nan,                    nan,                    nan,                0.56432,                0.38333,                0.39202,                0.21837,                    nan,                    nan,                    nan,             2.9198e-05,             2.9198e-05,             2.9198e-05
                     44,                    nan,                    nan,                    nan,                0.56432,                0.38333,                0.39202,                0.21837,                    nan,                    nan,                    nan,             2.9387e-05,             2.9387e-05,             2.9387e-05
                     45,                    nan,                    nan,                    nan,                0.56432,                0.38333,                0.39202,                0.21837,                    nan,                    nan,                    nan,             2.9552e-05,             2.9552e-05,             2.9552e-05
                     46,                    nan,                    nan,                    nan,                0.56432,                0.38333,                0.39202,                0.21837,                    nan,                    nan,                    nan,             2.9693e-05,             2.9693e-05,             2.9693e-05
                     47,                    nan,                    nan,                    nan,                0.56432,                0.38333,                0.39202,                0.21837,                    nan,                    nan,                    nan,             2.9811e-05,             2.9811e-05,             2.9811e-05
                     48,                    nan,                    nan,                    nan,                0.56432,                0.38333,                0.39202,                0.21837,                    nan,                    nan,                    nan,             2.9906e-05,             2.9906e-05,             2.9906e-05
                     49,                    nan,                    nan,                    nan,                0.56432,                0.38333,                0.39202,                0.21837,                    nan,                    nan,                    nan,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     50,                    nan,                    nan,                    nan,                 0.5682,                0.38333,                0.39423,                 0.2226,                    nan,                    nan,                    nan,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     51,                    nan,                    nan,                    nan,                 0.5682,                0.38333,                0.39423,                 0.2226,                    nan,                    nan,                    nan,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     52,                    nan,                    nan,                    nan,                 0.5682,                0.38333,                0.39423,                 0.2226,                    nan,                    nan,                    nan,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     53,                    nan,                    nan,                    nan,                 0.5682,                0.38333,                0.39423,                 0.2226,                    nan,                    nan,                    nan,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     54,                    nan,                    nan,                    nan,                 0.5682,                0.38333,                0.39423,                 0.2226,                    nan,                    nan,                    nan,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     55,                    nan,                    nan,                    nan,                 0.5682,                0.38333,                0.39423,                 0.2226,                    nan,                    nan,                    nan,             2.9907e-05,             2.9907e-05,             2.9907e-05
                     56,                    nan,                    nan,                    nan,                 0.5682,                0.38333,                0.39423,                 0.2226,                    nan,                    nan,                    nan,             2.9812e-05,             2.9812e-05,             2.9812e-05
                     57,                    nan,                    nan,                    nan,                 0.5682,                0.38333,                0.39423,                 0.2226,                    nan,                    nan,                    nan,             2.9695e-05,             2.9695e-05,             2.9695e-05
                     58,                    nan,                    nan,                    nan,                 0.5682,                0.38333,                0.39423,                 0.2226,                    nan,                    nan,                    nan,             2.9554e-05,             2.9554e-05,             2.9554e-05
                     59,                    nan,                    nan,                    nan,                 0.5682,                0.38333,                0.39423,                 0.2226,                    nan,                    nan,                    nan,             2.9389e-05,             2.9389e-05,             2.9389e-05
                     60,                    nan,                    nan,                    nan,                0.72578,                0.38333,                0.39358,                0.20706,                    nan,                    nan,                    nan,               2.92e-05,               2.92e-05,               2.92e-05
                     61,                    nan,                    nan,                    nan,                0.72578,                0.38333,                0.39358,                0.20706,                    nan,                    nan,                    nan,             2.8988e-05,             2.8988e-05,             2.8988e-05
                     62,                    nan,                    nan,                    nan,                0.72578,                0.38333,                0.39358,                0.20706,                    nan,                    nan,                    nan,             2.8753e-05,             2.8753e-05,             2.8753e-05
                     63,                    nan,                    nan,                    nan,                0.72578,                0.38333,                0.39358,                0.20706,                    nan,                    nan,                    nan,             2.8494e-05,             2.8494e-05,             2.8494e-05
                     64,                    nan,                    nan,                    nan,                0.72578,                0.38333,                0.39358,                0.20706,                    nan,                    nan,                    nan,             2.8211e-05,             2.8211e-05,             2.8211e-05
                     65,                    nan,                    nan,                    nan,                0.72578,                0.38333,                0.39358,                0.20706,                    nan,                    nan,                    nan,             2.7905e-05,             2.7905e-05,             2.7905e-05
                     66,                    nan,                    nan,                    nan,                0.72578,                0.38333,                0.39358,                0.20706,                    nan,                    nan,                    nan,             2.7575e-05,             2.7575e-05,             2.7575e-05
                     67,                    nan,                    nan,                    nan,                0.72578,                0.38333,                0.39358,                0.20706,                    nan,                    nan,                    nan,             2.7222e-05,             2.7222e-05,             2.7222e-05
                     68,                    nan,                    nan,                    nan,                0.72578,                0.38333,                0.39358,                0.20706,                    nan,                    nan,                    nan,             2.6845e-05,             2.6845e-05,             2.6845e-05
                     69,                    nan,                    nan,                    nan,                0.72578,                0.38333,                0.39358,                0.20706,                    nan,                    nan,                    nan,             2.6445e-05,             2.6445e-05,             2.6445e-05
                     70,                    nan,                    nan,                    nan,                0.72578,                0.38333,                0.39358,                0.20706,                    nan,                    nan,                    nan,             2.6021e-05,             2.6021e-05,             2.6021e-05
                     71,                    nan,                    nan,                    nan,                0.72578,                0.38333,                0.39358,                0.20706,                    nan,                    nan,                    nan,             2.5573e-05,             2.5573e-05,             2.5573e-05
                     72,                    nan,                    nan,                    nan,                 0.7602,                0.38333,                0.39505,                0.25755,                    nan,                    nan,                    nan,             2.5102e-05,             2.5102e-05,             2.5102e-05
                     73,                    nan,                    nan,                    nan,                 0.7602,                0.38333,                0.39505,                0.25755,                    nan,                    nan,                    nan,             2.4607e-05,             2.4607e-05,             2.4607e-05
                     74,                    nan,                    nan,                    nan,                 0.7602,                0.38333,                0.39505,                0.25755,                    nan,                    nan,                    nan,             2.4089e-05,             2.4089e-05,             2.4089e-05
                     75,                    nan,                    nan,                    nan,                 0.7602,                0.38333,                0.39505,                0.25755,                    nan,                    nan,                    nan,             2.3547e-05,             2.3547e-05,             2.3547e-05
                     76,                    nan,                    nan,                    nan,                 0.7602,                0.38333,                0.39505,                0.25755,                    nan,                    nan,                    nan,             2.2982e-05,             2.2982e-05,             2.2982e-05
                     77,                    nan,                    nan,                    nan,                 0.7602,                0.38333,                0.39505,                0.25755,                    nan,                    nan,                    nan,             2.2393e-05,             2.2393e-05,             2.2393e-05
                     78,                    nan,                    nan,                    nan,                 0.7602,                0.38333,                0.39505,                0.25755,                    nan,                    nan,                    nan,              2.178e-05,              2.178e-05,              2.178e-05
                     79,                    nan,                    nan,                    nan,                 0.7602,                0.38333,                0.39505,                0.25755,                    nan,                    nan,                    nan,             2.1144e-05,             2.1144e-05,             2.1144e-05
                     80,                    nan,                    nan,                    nan,                 0.7602,                0.38333,                0.39505,                0.25755,                    nan,                    nan,                    nan,             2.0485e-05,             2.0485e-05,             2.0485e-05
                     81,                    nan,                    nan,                    nan,                 0.7602,                0.38333,                0.39505,                0.25755,                    nan,                    nan,                    nan,             1.9802e-05,             1.9802e-05,             1.9802e-05
                     82,                    nan,                    nan,                    nan,                 0.7602,                0.38333,                0.39505,                0.25755,                    nan,                    nan,                    nan,             1.9095e-05,             1.9095e-05,             1.9095e-05
                     83,                    nan,                    nan,                    nan,                 0.7602,                0.38333,                0.39505,                0.25755,                    nan,                    nan,                    nan,             1.8365e-05,             1.8365e-05,             1.8365e-05
                     84,                    nan,                    nan,                    nan,                 0.7602,                0.38333,                0.39505,                0.25755,                    nan,                    nan,                    nan,             1.7611e-05,             1.7611e-05,             1.7611e-05
                     85,                    nan,                    nan,                    nan,                 0.7602,                0.38333,                0.39505,                0.25755,                    nan,                    nan,                    nan,             1.6833e-05,             1.6833e-05,             1.6833e-05
                     86,                    nan,                    nan,                    nan,                 0.5965,                0.38333,                0.39626,                0.25818,                    nan,                    nan,                    nan,             1.6032e-05,             1.6032e-05,             1.6032e-05
                     87,                    nan,                    nan,                    nan,                 0.5965,                0.38333,                0.39626,                0.25818,                    nan,                    nan,                    nan,             1.5208e-05,             1.5208e-05,             1.5208e-05
                     88,                    nan,                    nan,                    nan,                 0.5965,                0.38333,                0.39626,                0.25818,                    nan,                    nan,                    nan,              1.436e-05,              1.436e-05,              1.436e-05
                     89,                    nan,                    nan,                    nan,                 0.5965,                0.38333,                0.39626,                0.25818,                    nan,                    nan,                    nan,             1.3488e-05,             1.3488e-05,             1.3488e-05
                     90,                    nan,                    nan,                    nan,                 0.5965,                0.38333,                0.39626,                0.25818,                    nan,                    nan,                    nan,             1.2593e-05,             1.2593e-05,             1.2593e-05
